Chem_name,CAS,consensus_2_agonist,Potency_class_2_agonist,consensus_2_antagonist,Potency_class_2_antagonist
BM 12434,70260-53-6,0,Inactive,0,Inactive
"Benzoic acid, 4-(bromomethyl)-3-methoxy-, methyl ester",70264-94-7,0,Suspicious,0,Suspicious
(Z)-N-pyren-1-yl-9-octadecenamide,70283-04-4,0,Inactive,0,Inactive
(Z)-N-(9-ethyl-9H-carbazol-3-yl)-9-octadecenamide,70283-15-7,0,Inactive,0,Inactive
acetylmethylcyclohexene,70286-20-3,0,Suspicious,0,Inactive
4-Acetyl-1-methylcyclohexene,5259-65-4,0,Suspicious,0,Inactive
4-methacryloxyethyltrimellitic acid anhydride,70293-55-9,0,Inactive,0,Inactive
BK 34-530,70312-00-4,1,VeryWeak,1,Moderate
PCB-108,70362-41-3,0,Suspicious,0,Suspicious
"1,1-Biphenyl, 2,2,3,6-tetrachloro-",70362-45-7,0,Suspicious,1,VeryWeak
"1,1-BIPHENYL, 2,2,3,5-TETRACHLORO-",70362-46-8,0,Suspicious,0,Suspicious
"2,24,5-TETRACHLOROBIPHENYL",70362-47-9,0,Suspicious,0,Suspicious
"2,3,4,5-Tetrachlorobiphenyl",70362-48-0,0,Suspicious,1,VeryWeak
PCB-78,70362-49-1,0,Suspicious,0,Suspicious
PCB 81,70362-50-4,0,Suspicious,0,Suspicious
PCB-57,70424-67-8,0,Suspicious,0,Suspicious
PCB-107,70424-68-9,0,Inactive,0,Inactive
PCB-106,70424-69-0,0,Suspicious,0,Suspicious
"2,3,4,5,5-Pentachlorobiphenyl",70424-70-3,0,Suspicious,0,Suspicious
CP 47497,70434-82-1,1,VeryWeak,1,Weak
"2,3,5,6-tetrachloroanisidine",70439-96-2,0,Suspicious,0,Suspicious
"(E)-1-(methoxymethoxy)-3,7-dimethylocta-2,6-diene",70473-30-2,0,Inactive,0,Inactive
"2-anilino-6-[ethyl(3-methylbutyl)amino]-3-methylspiro[isobenzofuran-1(3H),9-[9H]xanthene]-3-one",70516-41-5,0,Inactive,0,Inactive
"tetrasodium 4-amino-6-[[5-[[4-[(3-chlorophenyl)amino]-6-fluoro-1,3,5-triazin-2-yl]amino]-2-sulphonatophenyl]azo]-5-hydroxy-3-[(4-sulphonatophenyl)azo]naphthalene-2,7-disulphonate",70528-89-1,0,Inactive,0,Inactive
"5-[(4-chloro-2-nitrophenyl)azo]-1-ethyl-1,2-dihydro-6-hydroxy-4-methyl-2-oxonicotinonitrile",70528-90-4,0,Inactive,0,Inactive
itazigrel,70529-35-0,0,Inactive,0,Suspicious
OXAZAFONE,70541-17-2,0,Suspicious,0,Suspicious
3-(5-chlorobenzoxazol-2-yl)-7-(diethylamino)-2-oxo-2H-1-benzopyran-4-carbonitrile,70546-12-2,0,Inactive,0,Inactive
3-(benzothiazol-2-yl)-7-(diethylamino)-2-oxo-2H-1-benzopyran-4-carbonitrile,70546-25-7,0,Inactive,0,Inactive
cystinylglycine,70555-24-7,0,Inactive,0,Inactive
"sodium 1-amino-4-[[4-(benzoylamino)phenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",70571-79-8,0,Inactive,0,Inactive
ETRABAMINE,70590-58-8,0,Inactive,0,Inactive
5-Hydroxyeicosatetraenoic acid,70608-72-9,0,Inactive,0,Inactive
sodium 2-[(1-oxododecyl)amino]ethanesulphonate,70609-66-4,0,Inactive,0,Inactive
"trisodium 2-[[6-[(4-amino-6-chloro-1,3,5-triazin-2-yl)methylamino]-1-hydroxy-3-sulphonato-2-naphthyl]azo]naphthalene-1,5-disulphonate",70616-89-6,0,Inactive,0,Inactive
"trisodium 2-[[6-[(4,6-dichloro-1,3,5-triazin-2-yl)methylamino]-1-hydroxy-3-sulphonato-2-naphthyl]azo]naphthalene-1,5-disulphonate",70616-90-9,0,Inactive,0,Inactive
"bis[2,2-bis[(allyloxy)methyl]butyl] maleate",70636-59-8,0,Inactive,0,Inactive
ETISOMICIN,70639-48-4,0,Inactive,0,Inactive
"Benzene, 5-bromo-2-(methoxymethoxy)-1,3-dimethyl-",70654-69-2,0,Inactive,0,Inactive
"Glycine, N-(carboxymethyl)-N-[(4-ethenylphenyl)methyl]-, disodium salt, polymer with 1,4-diethenylbenzene",70660-50-3,0,Inactive,0,Inactive
"4-[(2-bromo-4,6-dinitrophenyl)azo]-N-(3-methoxypropyl)naphthalen-1-amine",70660-55-8,0,Inactive,0,Inactive
ORNOPROSTIL,70667-26-4,0,Inactive,0,Inactive
"Alcohols, C24-28-branched",70693-05-9,0,Inactive,0,Inactive
NAPIRIMUS,70696-66-1,0,Inactive,0,Inactive
vinconate,70704-03-9,0,Inactive,0,Inactive
?-[2-(1-pyrrolidinyl)ethyl]-?-(p-tolyl)pyridine-2-methanol,70708-28-0,0,Inactive,0,Inactive
carbazeran,70724-25-3,0,Inactive,0,Inactive
"methyl N-[3-(acetylamino)-4-[(2,4-dinitrophenyl)azo]phenyl]-N-(3-methoxy-3-oxopropyl)-?-alaninate",70729-65-6,0,Inactive,0,Inactive
"cholesta-5,8-dien-3 beta-ol",70741-38-7,1,VeryWeak,0,Suspicious
N-leucyldoxorubicin,70774-25-3,0,Inactive,0,Inactive
"N,N-(decane-1,10-diyldi-1(4H)-pyridyl-4-ylidene)bis(octylammonium) dichloride",70775-75-6,0,Inactive,0,Inactive
octenidine,71251-02-0,0,Inactive,0,Inactive
"SULFONIC ACIDS, C10-C18 ALKANE, PHENYL ESTERS",70775-94-9,0,Suspicious,0,Suspicious
"1,3,5-triazine-2,4,6-triamine, compound with 3,9-dihydroxy-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane 3,9-dioxide (2:1)",70776-17-9,0,Suspicious,0,Suspicious
"trisodium hydrogen 4-[[4-chloro-6-[[8-hydroxy-3,6-disulphonato-7-[(1-sulphonato-2-naphthyl)azo]-1-naphthyl]amino]-1,3,5-triazin-2-yl]amino]benzoate",70776-19-1,0,Inactive,0,Inactive
"Benzenemethanesulfonic acid, ?-(2-oxopropyl)-, sodium salt",70776-60-2,0,Inactive,0,Inactive
(3-decyloxy-2-hydroxypropyl)bis(2-hydroxyethyl)methylammonium methyl sulphate,70776-67-9,0,Inactive,0,Inactive
bis(2-hydroxyethyl)[2-hydroxy-3-(octyloxy)propyl]methylammonium methyl sulphate,70776-69-1,0,Inactive,0,Inactive
ACEFYLLINE CLOFIBROL,70788-27-1,0,Inactive,0,Inactive
TOLFAMIDE,70788-29-3,0,Inactive,0,Inactive
FLUTROLINE,70801-02-4,0,Inactive,0,Inactive
"Ethanone, 1-(4,11,11,-trimethyl-8-methylenebicyclo[7.2.0]undec-4-enyl)-[1R-(1a,4E,9b]",70801-04-6,1,VeryWeak,1,Weak
PEG-8 STEARATE,70802-40-3,0,Inactive,0,Inactive
"2-Naphthalenesulfonic acid, 6-amino-5-[[4-[(4-chlorobenzoyl) amino]-2-sulfophenyl]azo]-4-hydroxy-, disodium salt",70815-10-0,0,Inactive,0,Inactive
"1H-Pyrazole-3-carboxylic acid, 4,5-dihydro-5-oxo-4-[(3-phosphonophenyl) azo]-1-(4-sulfophenyl)-, diammonium salt",70815-23-5,0,Inactive,0,Inactive
prifuroline,70833-07-7,0,Inactive,0,Inactive
"disodium 7-[[4-(ethylphenylamino)-6-fluoro-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[(4-methoxy-2-sulphonatophenyl)azo]naphthalene-2-sulphonate",70833-38-4,0,Inactive,0,Inactive
"O-(2-ethylhexyl) O,O-tert-pentyl peroxycarbonate",70833-40-8,0,Inactive,0,Inactive
"3H-Pyrazol-3-imine, 4-[[4-(ethylsulfonyl)-2-nitrophenyl] azo]-2,4-dihydro-5-methyl-2-phenyl-",70833-53-3,0,Inactive,0,Inactive
"tetrasodium 2-[[8-[[4-[(4-chlorophenyl)amino]-6-fluoro-1,3,5-triazin-2-yl]amino]-1-hydroxy-3,6-disulphonato-2-naphthyl]azo]naphthalene-1,5-disulphonate",70833-54-4,0,Inactive,0,Inactive
1-(o-Tolyl)piperazine hydrochloride,70849-60-4,0,Inactive,0,Inactive
"Decanoic acid, mixed esters with dipentaerythritol, heptanoic acid and octanoic acid",70851-04-6,0,Inactive,0,Inactive
"3,7,11,15-hexadeca-6,10,14-trien-3-ol",70851-60-4,0,Suspicious,0,Suspicious
"disodium 6-[(4,6-dichloro-1,3,5-triazin-2-yl)methylamino]-4-hydroxy-3-[(4-methoxy-2-sulphonatophenyl)azo]naphthalene-2-sulphonate",70865-27-9,0,Inactive,0,Inactive
"disodium 4-[[5-(aminocarbonyl)-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridyl]azo]-6-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]benzene-1,3-disulphonate",70865-29-1,0,Inactive,0,Inactive
sodium 6-amino-5-[[2-[(ethylphenylamino)sulphonyl]phenyl]azo]-4-hydroxynaphthalene-2-sulphonate,70865-30-4,0,Inactive,0,Inactive
"pentasodium 4-amino-6-[[5-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]-2-sulphonatophenyl]azo]-3-[(2,5-disulphonatophenyl)azo]-5-hydroxynaphthalene-2,7-disulphonate",70865-31-5,0,Inactive,0,Inactive
"Alcohols, C6-10, ethoxylated",70879-83-3,0,Inactive,0,Inactive
"9,10-Anthracenedione, 1,8-diamino-4,5-dihydroxy-, methylated",70892-22-7,1,VeryWeak,1,Weak
"disodium 1-amino-4-[(4-chloro-3-sulphonatophenyl)amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",70892-85-2,0,Inactive,0,Inactive
tipropidil,70895-45-3,0,Inactive,0,Inactive
vamidothion sulfone,70898-34-9,0,Inactive,0,Inactive
"trisodium 4-amino-3-[[4-[[[4-[(4-amino-2-hydroxyphenyl)azo]phenyl]amino]carbonyl]phenyl]azo]-5-hydroxy-6-[(4-sulphonatophenyl)azo]naphthalene-2,7-disulphonate",70900-28-6,0,Inactive,0,Inactive
"disodium [(9,10-dihydro-5-hydroxy-9,10-dioxo-1,4-anthrylene)bis(iminocyclohexane-1,2-diylmethylene)]bis(benzenesulphonate)",70900-31-1,0,Inactive,0,Inactive
kyotorphin,70904-56-2,0,Suspicious,0,Suspicious
"Butanoic acid, 4-amino-4-oxo-2-sulfo-",70904-61-9,0,Inactive,0,Inactive
"sodium N,N-diethylsulphanilate",70916-35-7,0,Inactive,0,Inactive
"1-(1,4-benzodioxan-2-ylcarbonyl)piperazine hydrochloride",70918-74-0,0,Inactive,0,Inactive
sodium [3-hydroxy-4-[(1-hydroxy-8-sulpho-2-naphthyl)azo]naphthalene-1-sulphonato(4-)]chromate(1-),70942-15-3,0,Inactive,0,Inactive
"2,2-bis[[3-(octylthio)-1-oxopropoxy]methyl]propane-1,3-diyl bis[3-(octylthio)propionate]",70942-42-6,0,Inactive,0,Inactive
"Alkenes, C15-18 .alpha.-",70955-10-1,0,Suspicious,0,Suspicious
1-PENTADECENE,13360-61-7,0,Suspicious,0,Suspicious
"N,N-BIS(2-HYDROXYETHYL)ALKYL(C13- C15)AMINE",70955-14-5,0,Inactive,0,Inactive
"Octadecanoic acid, 9(or 10)-(sulfooxy)-, isodecyl ester, monosodium salt",70955-75-8,0,Inactive,0,Inactive
"2-ethylhexyl 3,5,5-trimethylhexanoate",70969-70-9,0,Inactive,0,Inactive
bifepramide,70976-76-0,0,Inactive,0,Inactive
N-(3-acetyl-5-fluoro-2-hydroxyphenyl)-1H-tetrazole-5-carboxamide,70977-46-7,0,Inactive,0,Inactive
(S)-GLYCIDYL TOSYLATE,70987-78-9,0,Inactive,0,Inactive
pirazolac,71002-09-0,0,Inactive,0,Inactive
GLISINDAMIDE,71010-45-2,0,Inactive,0,Inactive
"Alkanes, C12-13, chloro",71011-12-6,0,Inactive,0,Inactive
eclanamine,71027-13-9,0,Inactive,0,Inactive
"1,2-Propanediol, 3-[3-hydroxy-2-(9-octadecen-1-yloxy)propoxy]-",71032-90-1,0,Inactive,0,Inactive
"7-[[4,6-bis[[3-(diethylamino)propyl]amino]-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[[p-(phenylazo)phenyl]azo]naphthalene-2-sulphonic acid, monoacetate",71032-95-6,0,Inactive,0,Inactive
"5',5'''-[ethylenebis(p-phenyleneazo)]bis[1',2'-dihydro-6'-hydroxy-4'-methyl-2'-oxo-1,3'-bipyridinium] dilactate",71032-99-0,0,Inactive,0,Inactive
"disodium 2,2'-(azodi-p-phenylene)bis[6-methylbenzothiazolesulphonate]",71033-21-1,0,Inactive,0,Inactive
"2-[[1,5-dihydro-3-methyl-5-oxo-1-(4-sulphophenyl)-4H-pyrazol-4-ylidene]ethylidene]-3-ethyl-2,3-dihydrobenzoxazole-5-sulphonic acid",71042-69-8,0,Inactive,0,Inactive
CEFTIOXIDE,71048-88-9,0,Inactive,0,Inactive
oxanol KD-6,71060-57-6,0,Inactive,0,Inactive
"4,8-dimethyl-4,9-decadienal",71077-31-1,0,Inactive,0,Inactive
timegadine,71079-19-1,0,Inactive,0,Inactive
ZOFICONAZOLE,71097-23-9,0,Inactive,0,Inactive
nileprost,71097-83-1,0,Inactive,0,Inactive
2-oxo-5-vinylpyrrolidine-3-carboxamide,71107-19-2,0,Inactive,0,Inactive
"(((3-(Dimethylamino)propyl)imino)bis(methylene))bisphosphonic acid, monohydrochloride",71113-21-8,0,Inactive,0,Inactive
lotifazole,71119-10-3,0,Inactive,0,Inactive
N-methyl-N-methyl-2-allyl-2-benzoyl-4-chloroglycinanilide,71119-12-5,0,Inactive,0,Inactive
"Benzenesulfonic acid, 4-arsenoso-, sodium salt",71130-50-2,0,Inactive,0,Inactive
"Benzenesulfonic acid, 4-arsenoso-",71130-51-3,0,Inactive,0,Inactive
phenyl (4-cyanophenyl)carbamate,71130-54-6,0,Inactive,0,Inactive
"Phenol, 2-[(ethylamino)methyl]-4-nitro-",71130-60-4,0,Inactive,0,Inactive
"Benzenesulfonic acid, 2-amino-5-[(4-amino-3-methyl- 5-sulfophenyl)(4-imino-3-methyl-5-sulfo-2,5-cyclohexadien -1-ylidene)methyl]-3-methyl-, disodium salt",71130-65-9,0,Inactive,0,Inactive
[8-[(4-amino-2-nitrophenyl)azo]-7-hydroxy-2-naphthyl]trimethylammonium chloride,71134-97-9,0,Inactive,0,Inactive
octapinol,71138-71-1,0,Inactive,0,Inactive
(4-methoxyphenyl)methyl isobutyrate,71172-26-4,0,Inactive,0,Inactive
BROCLEPRIDE,71195-56-7,0,Inactive,0,Suspicious
bicifadine,71195-57-8,0,Suspicious,0,Suspicious
diisobutyl glutarate,71195-64-7,0,Inactive,0,Inactive
calcitroic acid,71204-89-2,0,Suspicious,0,Inactive
"9,10-Anthracenedione, 1,8-diamino-4,5-dihydroxy-, brominated",71205-27-1,0,Suspicious,0,Suspicious
Lewis X trisaccharide,71208-06-5,0,Inactive,0,Inactive
diethyl (6-chloro-9H-carbazol-2-yl)methylmalonate,71208-55-4,0,Inactive,0,Inactive
2-[[4-[ethyl(2-hydroxyisopropyl)amino]phenyl]azo]-6-methoxy-3-methylbenzothiazolium chloride,71215-82-2,0,Inactive,0,Inactive
"disodium 5-[[4'-[(2-amino-8-hydroxy-6-sulphonato-2-naphthyl)azo]-2,2'-dichloro[1,1'-biphenyl]-4-yl]azo]salicylate",71215-83-3,0,Inactive,0,Inactive
2-[[4-[ethyl(2-hydroxypropyl)amino]phenyl]azo]-6-methoxy-3-methylbenzothiazolium chloride,71215-84-4,0,Inactive,0,Inactive
"Benzenesulfonic acid, 2-amino-5-[(4-amino-3-sulfophenyl) (4-imino-3-methyl-5-sulfo-2,5-cyclohexadien -1-ylidene)methyl]-3-methyl-, disodium salt",71215-90-2,0,Inactive,0,Inactive
"N,N-naphthalene-1,5-diylbis[N-[3-[(2-ethylhexyl)oxy]propyl]urea]",71216-01-8,0,Inactive,0,Inactive
N-nitrosoanatabine,71267-22-6,0,Inactive,0,Inactive
sodium 6-amino-5-[[3-[(ethylphenylamino)sulphonyl]-4-methylphenyl]azo]-4-hydroxynaphthalene-2-sulphonate,71278-42-7,0,Inactive,0,Inactive
6-amino-5-[[3-[(ethylphenylamino)sulphonyl]-4-methylphenyl]azo]-4-hydroxynaphthalene-2-sulphonic acid,83027-46-7,0,Inactive,0,Inactive
"3-Cyclohexene-1-carboxylic acid, 4-(1-methylethyl)-, ()-",71298-42-5,0,Inactive,0,Inactive
fluradoline,71316-84-2,0,Suspicious,0,Suspicious
3-Methoxy-4-Hydroxyphenylglycol Sulfate,71324-20-4,0,Inactive,0,Inactive
"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-, diazotized, coupled with diazotized 2-[(4-aminophenyl)amino]-5-nitrobenzenesulfonic acid and resorcinol",71342-90-0,0,Inactive,0,Inactive
"1,3-Benzenedicarboxylic acid, polymer with hexanedioic acid, hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,1-methylenebis[isocyanatocyclohexane]",71394-31-5,0,Inactive,0,Inactive
disodium 6-amino-4-hydroxy-5-[[4-[[[(4-methylcyclohexyl)oxy]carbonyl]amino]-2-sulphonatophenyl]azo]naphthalene-2-sulphonate,71412-37-8,0,Inactive,0,Inactive
"Phosphoric acid, hexyl ester, compd. with N-isotridecylisotridecanamine",71412-42-5,0,Suspicious,0,Inactive
Adogen 283,57157-80-9,0,Suspicious,0,Inactive
"N,N'-[[6-(methylthio)-1,3,5-triazine-2,4-diyl]bis[imino(9,10-dihydro-9,10-dioxoanthracene-5,1-diyl)]]bis(benzamide)",71459-28-4,0,Inactive,0,Inactive
tonazocine,71461-18-2,1,Weak,1,Weak
"Benzaldehyde, 4-[(2-chloroethyl)ethylamino]-, polymer with 2,3-dihydro-1H-pyrrolo[1,2-a]benzimidazole",71477-86-6,0,Inactive,0,Inactive
"Benzaldehyde, 4-[(2-chloroethyl)ethylamino]-, polymer with 2,3-dihydro-1H-pyrrolo[1,2-a]benzimidazole and 4-methylpyridine",71477-87-7,0,Inactive,0,Inactive
"Benzaldehyde, 4-[(2-chloroethyl)ethylamino]-, polymer with 4-methylpyridine",71566-74-0,0,Inactive,0,Inactive
"allyl 3,5,5-trimethylhexanoate",71500-37-3,0,Inactive,0,Inactive
[2-[[2-cyano-3-[4-[ethylbenzylamino]phenyl]-1-oxoallyl]oxy]ethyl]trimethylammonium chloride,71550-24-8,0,Inactive,0,Inactive
"Ethanone, 1-(trimethylcyclododecatrienyl)-",71550-37-3,0,Suspicious,1,VeryWeak
"?-[2,3-dihydro-3-(tetrahydro-2,4,6-trioxo-5(2H)-pyrimidinylidene)-1H-isoindol-1-ylidene]-1,4-dihydro-4-oxoquinazoline-2-acetonitrile",71552-60-8,0,Inactive,0,Inactive
NULL,71555-14-1,0,Inactive,0,Inactive
"Ethanone, 2-[[4-(2,4-dichlorobenzoyl)-1,3-dimethyl-1H-pyrazol-5-yl]oxy]-1-phenyl-",71561-11-0,0,Inactive,0,Inactive
"trisodium 2-[[2-amino-5-hydroxy-6-[[4'-[(2-hydroxy-6-sulphonato-1-naphthyl)azo]-3,3'-dimethoxy[1,1'-biphenyl]-4-yl]azo]-7-sulphonato-1-naphthyl]azo]-5-nitrobenzoate",71566-41-1,0,Inactive,0,Inactive
"2-[[2-amino-5-hydroxy-6-[[4-[(2-hydroxy-6-sulpho-1-naphthyl)azo-3,3-dimethoxy[1,1-biphenyl]-4-yl]azo]-7-sulpho-1-naphthyl]azo]-5-nitrobenzoic acid, sodium salt",83221-79-8,0,Inactive,0,Inactive
"tetrasodium 2-[4-[[4-[2-(4-nitro-2-sulphonatophenyl)vinyl]-3-sulphonatophenyl]azo]phenyl]naphtho[1,2-d]triazole-6,8-disulphonate",71566-42-2,0,Inactive,0,Inactive
"diisopropyl 3,3'-[(2,5-dichloro-1,4-phenylene)bis[iminocarbonyl(2-hydroxy-3,1-naphthylene)azo]]bis[4-methylbenzoate]",71566-54-6,0,Inactive,0,Inactive
3-(ethylamino)-2-methyl-7-[(o-tolyl)amino]phenoxazin-5-ium formate,71566-77-3,0,Inactive,0,Inactive
3-(ethylamino)-2-methyl-7-[(o-tolyl)amino]phenoxazin-5-ium chloride,85005-73-8,0,Inactive,0,Inactive
aptazapine,71576-40-4,0,Inactive,0,Inactive
sodium 3-[[4-[ethyl(phenylmethyl)amino]phenyl]azo]-4-[(4-methylphenyl)sulphonyl]benzenesulphonate,71598-25-9,0,Inactive,0,Inactive
N-[4-chloro-2-[(2-chloro-4-nitrophenyl)azo]-5-[(2-hydroxypropyl)amino]phenyl]acetamide,71617-28-2,0,Inactive,0,Inactive
Menogaril,71628-96-1,0,Inactive,0,Inactive
"8,8-diethoxy-2,6-dimethyloct-2-ene",71662-17-4,0,Inactive,0,Inactive
2-ethoxy-1-methyl-2-oxoethyl butyrate,71662-27-6,0,Inactive,0,Inactive
"1,2-Benzenedicarboxylic acid, di-C8-10-alkyl esters",71662-46-9,0,Inactive,0,Inactive
LA 2851,71680-63-2,0,Inactive,0,Inactive
"disodium 4-hydroxy-3-[[4-[2-(sulphonatooxy)ethoxy]phenyl]azo]-7-[(2,5,6-trichloro-4-pyrimidinyl)amino]naphthalene-2-sulphonate",71701-31-0,0,Inactive,0,Inactive
"1-amino-2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]-4-[(2,4,6-trimethylphenyl)amino]anthraquinone",71701-33-2,0,Inactive,0,Inactive
"disodium ar,ar-[(9,10-dihydro-9,10-dioxo-1,4-anthrylene)diimino]bis[(4-chlorophenoxy)benzenesulphonate]",71720-84-8,0,Inactive,0,Inactive
"tripotassium 7-[[4-[[4-[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]phenyl]azo]phenyl]azo]naphthalene-1,3,5-trisulphonate",71720-86-0,0,Inactive,0,Inactive
"disodium C-decyl [4'-[(2-amino-8-hydroxy-6-sulphonato-1-naphthyl)azo]-2,2'-dimethyl-5'-sulphonato[1,1'-biphenyl]-4-yl]carbamate",71720-88-2,0,Inactive,0,Inactive
"disodium 5-[[4-(4-cyclohexylphenoxy)-2-sulphonatophenyl]azo]-6-[(2,6-dimethylphenyl)amino]-4-hydroxynaphthalene-2-sulphonate",71720-89-3,0,Inactive,0,Inactive
"trisodium 4-[[4-[(chloroacetyl)amino]phenyl]azo]-4'-[(1-hydroxy-4-sulphonato-2-naphthyl)azo]-5,5'-dimethyl[1,1'-biphenyl]-2,2'-disulphonate",71720-94-0,0,Inactive,0,Inactive
ethyl 3-[[bis(1-methylethoxy)phosphinothioyl]thio]propionate,71735-74-5,0,Inactive,0,Inactive
disialosyl galactosyl globoside,71764-07-3,0,Inactive,0,Inactive
5(S)-Hydroperoxyeicosatetraenoic acid,71774-08-8,0,Inactive,0,Inactive
benzyl(3-hydroxyphenacyl)methylammonium chloride,71786-67-9,0,Suspicious,1,VeryWeak
BRL 14342,71827-56-0,0,Inactive,0,Inactive
calcium bis[4-[[1-[[(2-chlorophenyl)amino]carbonyl]-2-oxopropyl]azo]-3-nitrobenzenesulphonate],71832-85-4,0,Inactive,0,Inactive
"hydrogen bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-4-hydroxy-N-isopropylbenzenesulphonamidato(2-)]cobaltate(1-) , compound with isopropylamine (1:1)",71839-74-2,0,Suspicious,0,Inactive
"2,3-dimethyl-4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2-butenal",71850-78-7,0,Suspicious,0,Suspicious
3-ethyl-2-methylnon-2-enoic acid,71850-80-1,0,Inactive,0,Inactive
RICINOLEAMIDOPRO PYL BETAINE,71850-81-2,0,Inactive,0,Inactive
"sodium 6-amino-5-[[4-chloro-3-[[(2,4-dimethylphenyl)amino]sulphonyl]phenyl]azo]-4-hydroxynaphthalene-2-sulphonate",71873-39-7,0,Inactive,0,Inactive
disodium 4-hydroxy-7-[(1-oxodecyl)amino]-3-[(2-sulphonatophenyl)azo]naphthalene-2-sulphonate,71873-40-0,0,Inactive,0,Inactive
sodium 6-amino-4-hydroxy-5-[[2-[(p-tolyl)sulphonyl]phenyl]azo]naphthalene-2-sulphonate,71873-41-1,0,Inactive,0,Inactive
"trisodium 1-amino-4-[[4-[[4-[[4-[(4-amino-9,10-dihydro-9,10-dioxo-3-sulphonato-1-anthryl)amino]phenyl]amino]-1,4-dioxobut-2-enyl]amino]-3-sulphonatophenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",71873-44-4,0,Inactive,0,Inactive
"disodium 4,4'-[(1,4-dioxo-2-butene-1,4-diyl)bis(imino-4,1-phenyleneimino)]bis[1-amino-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate]",71873-45-5,0,Inactive,0,Inactive
"sodium 1-amino-9,10-dihydro-9,10-dioxo-4-[(2,2,4-trimethylcyclohexyl)amino]anthracene-2-sulphonate",71873-46-6,0,Inactive,0,Inactive
"tetrasodium 3-[[1-hydroxy-6-[[[[4-[(8-hydroxy-3,6-disulphonato-1-naphthyl)azo]-2-methoxy-5-methylphenyl]amino]carbonyl]amino]-3-sulphonato-2-naphthyl]azo]-p-anisate",71873-47-7,0,Inactive,0,Inactive
"tetrasodium p,p'-[vinylenebis[(3-sulphonato-p-phenylene)-ONN-azoxy-p-phenyleneazo]]dibenzoate",71873-49-9,0,Inactive,0,Inactive
"potassium 1-amino-4-[[3-[[(2-chloro-1-oxoallyl)amino]methyl]-2,4,6-trimethylphenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",71873-50-2,0,Inactive,0,Inactive
[5-[[4-(4-chlorophenoxy)phenyl]azo]-3-cyano-6-hydroxy-4-methyl-2-oxo-(2H)-pyridine-1-propyl](trimethyl)ammonium chloride,71873-54-6,0,Inactive,0,Inactive
sodium 5-[[2-nitro-4-sulphamoylphenyl]amino]-2-[[4-[[2-nitro-4-sulphamoylphenyl]amino]phenyl]amino]benzenesulphonate,71873-58-0,0,Inactive,0,Inactive
ammonium 5-[[2-nitro-4-sulphamoylphenyl]amino]-2-[[4-[[2-nitro-4-sulphamoylphenyl]amino]phenyl]amino]benzenesulphonate,83027-40-1,0,Inactive,0,Inactive
"1,8-dihydroxy-4,5-bis(phenylamino)anthraquinone",71873-61-5,0,Suspicious,0,Suspicious
"tetrasodium [?-[7-[[3,3'-dihydroxy-4'-[(4-hydroxy-2-sulphobenzo[a]phenazin-3-yl)azo][1,1'-biphenyl]-4-yl]azo]-8-hydroxynaphthalene-1,3,6-trisulphonato(8-)]]dicuprate(4-)",71873-63-7,0,Inactive,0,Inactive
"Silane, trichlorooctadecyl-, hydrolysis products with silica",71889-02-6,0,Suspicious,0,Suspicious
"?-D-Galacto-?-D-mannan, (1.fwdarw.4),(1.fwdarw.6)-, acetate",110042-95-0,0,Suspicious,0,Suspicious
"4,4'-diamino-3,3',5,5'-tetramethyl-2'',6''-trityl alcohol, monoester with boric acid",71889-05-9,0,Suspicious,0,Suspicious
"12H-Phthaloperin-12-one, 8,9,10,11-tetrachloro-",71902-17-5,0,Suspicious,1,VeryWeak
6-[(1-oxomethyloctyl)amino]hexanoic acid,71902-23-3,0,Inactive,0,Inactive
"Hexanoic acid, 6-[(1-oxoisononyl)amino]-, compd. with N,N-dimethyl-1,3-propanediamine (1:1)",75150-10-6,0,Inactive,0,Inactive
prostaglandin D3,71902-47-1,0,Inactive,0,Inactive
FLUDOXOPONE,71923-29-0,0,Inactive,0,Inactive
LR 19731,71923-34-7,0,Inactive,0,Inactive
thromboxane B3,71953-80-5,0,Inactive,0,Inactive
titanium methylcyclohexan-1-olate (1:4),71965-03-2,0,Suspicious,0,Suspicious
1-METHYLCYCLOHEXANOL,590-67-0,0,Suspicious,0,Suspicious
